case;stage;start_time;end_time;Территория;Время работы;Оценка доставки
10116123795;Поступление заказа сборщику;06.10.2022 11:25;06.10.2022 11:58;69;с 9 до 18;3
10116123795;Сборка заказа;06.10.2022 11:58;06.10.2022 12:22;69;с 9 до 18;3
10116123795;Упаковка товара;06.10.2022 12:22;06.10.2022 12:24;69;с 9 до 18;3
10116123795;Оплата;06.10.2022 12:24;06.10.2022 12:24;69;с 9 до 18;3
10116123795;Передача товара курьеру;06.10.2022 12:24;06.10.2022 12:28;69;с 9 до 18;3
10116123795;Доставка заказа;06.10.2022 12:28;06.10.2022 13:01;69;с 9 до 18;3
10116123795;Проверка заказа;06.10.2022 13:01;06.10.2022 13:02;69;с 9 до 18;3
10116123795;Заказ доставлен;06.10.2022 13:02;06.10.2022 13:02;69;с 9 до 18;3
10121210510;Заказ оформлен;15.12.2022 18:32;15.12.2022 18:32;74;с 10 до 22;1
10121210510;Поступление заказа сборщику;15.12.2022 18:32;15.12.2022 18:33;74;с 10 до 22;1
10121210510;Сборка заказа;15.12.2022 18:33;15.12.2022 18:57;74;с 10 до 22;1
10121210510;Упаковка товара;15.12.2022 18:57;15.12.2022 18:59;74;с 10 до 22;1
10121210510;Оплата;15.12.2022 18:59;15.12.2022 18:59;74;с 10 до 22;1
10121210510;Передача товара курьеру;15.12.2022 18:59;15.12.2022 19:04;74;с 10 до 22;1
10121210510;Доставка заказа;15.12.2022 19:04;15.12.2022 19:37;74;с 10 до 22;1
10121210510;Проверка заказа;15.12.2022 19:37;15.12.2022 19:38;74;с 10 до 22;1
10121210510;Заказ доставлен;15.12.2022 19:38;15.12.2022 19:38;74;с 10 до 22;1
10121942280;Заказ оформлен;22.12.2022 18:03;22.12.2022 18:03;74;с 10 до 22;1
10121942280;Поступление заказа сборщику;22.12.2022 18:03;22.12.2022 18:04;74;с 10 до 22;1
10121942280;Сборка заказа;22.12.2022 18:04;22.12.2022 18:28;74;с 10 до 22;1
10121942280;Упаковка товара;22.12.2022 18:28;22.12.2022 18:30;74;с 10 до 22;1
10121942280;Оплата;22.12.2022 18:30;22.12.2022 18:31;74;с 10 до 22;1
10121942280;Передача товара курьеру;22.12.2022 18:31;22.12.2022 18:35;74;с 10 до 22;1
10121942280;Доставка заказа;22.12.2022 18:35;22.12.2022 19:08;74;с 10 до 22;1
10121942280;Проверка заказа;22.12.2022 19:08;22.12.2022 19:10;74;с 10 до 22;1
10121942280;Заказ доставлен;22.12.2022 19:10;22.12.2022 19:10;74;с 10 до 22;1
10122202886;Заказ оформлен;10.10.2022 8:53;10.10.2022 8:53;69;с 9 до 18;
10122202886;Поступление заказа сборщику;10.10.2022 8:53;10.10.2022 8:55;69;с 9 до 18;
10122202886;Сборка заказа;10.10.2022 8:55;10.10.2022 9:19;69;с 9 до 18;
10122202886;Упаковка товара;10.10.2022 9:19;10.10.2022 9:20;69;с 9 до 18;
10122202886;Оплата;10.10.2022 9:20;10.10.2022 9:21;69;с 9 до 18;
10122202886;Передача товара курьеру;10.10.2022 9:21;10.10.2022 9:25;69;с 9 до 18;
10122202886;Доставка заказа;10.10.2022 9:25;10.10.2022 9:58;69;с 9 до 18;
10122202886;Проверка заказа;10.10.2022 9:58;10.10.2022 9:59;69;с 9 до 18;
10122202886;Заказ доставлен;10.10.2022 9:59;10.10.2022 10:00;69;с 9 до 18;
10126976411;Заказ оформлен;08.12.2022 9:12;08.12.2022 9:12;3;с 9 до 21;3
10126976411;Поступление заказа сборщику;08.12.2022 9:12;08.12.2022 9:13;3;с 9 до 21;3
10126976411;Сборка заказа;08.12.2022 9:13;08.12.2022 9:37;3;с 9 до 21;3
10126976411;Упаковка товара;08.12.2022 9:37;08.12.2022 9:39;3;с 9 до 21;3
10126976411;Оплата;08.12.2022 9:39;08.12.2022 9:39;3;с 9 до 21;3
10126976411;Передача товара курьеру;08.12.2022 9:39;08.12.2022 9:44;3;с 9 до 21;3
10126976411;Доставка заказа;08.12.2022 9:44;08.12.2022 10:17;3;с 9 до 21;3
10126976411;Проверка заказа;08.12.2022 10:17;08.12.2022 10:18;3;с 9 до 21;3
10126976411;Заказ доставлен;08.12.2022 10:18;08.12.2022 10:18;3;с 9 до 21;3
10141424249;Заказ оформлен;25.12.2022 19:35;25.12.2022 19:35;69;с 9 до 18;
10141424249;Поступление заказа сборщику;25.12.2022 19:35;25.12.2022 19:36;69;с 9 до 18;
10141424249;Сборка заказа;25.12.2022 19:36;25.12.2022 20:00;69;с 9 до 18;
10141424249;Упаковка товара;25.12.2022 20:00;25.12.2022 20:01;69;с 9 до 18;
10141424249;Оплата;25.12.2022 20:01;25.12.2022 20:02;69;с 9 до 18;
10141424249;Передача товара курьеру;25.12.2022 20:02;25.12.2022 20:08;69;с 9 до 18;
10141424249;Доставка заказа;25.12.2022 20:08;25.12.2022 20:40;69;с 9 до 18;
10141424249;Проверка заказа;25.12.2022 20:40;25.12.2022 20:42;69;с 9 до 18;
10141424249;Заказ доставлен;25.12.2022 20:42;25.12.2022 20:42;69;с 9 до 18;
10143240363;Заказ оформлен;04.11.2022 21:39;04.11.2022 21:39;69;с 9 до 18;
10143240363;Поступление заказа сборщику;04.11.2022 21:39;04.11.2022 21:40;69;с 9 до 18;
10143240363;Сборка заказа;04.11.2022 21:40;04.11.2022 22:04;69;с 9 до 18;
10143240363;Упаковка товара;04.11.2022 22:04;04.11.2022 22:06;69;с 9 до 18;
10143240363;Оплата;04.11.2022 22:06;04.11.2022 22:06;69;с 9 до 18;
10143240363;Передача товара курьеру;04.11.2022 22:06;04.11.2022 22:11;69;с 9 до 18;
10143240363;Доставка заказа;04.11.2022 22:11;04.11.2022 22:43;69;с 9 до 18;
10143240363;Проверка заказа;04.11.2022 22:43;04.11.2022 22:45;69;с 9 до 18;
10143240363;Заказ доставлен;04.11.2022 22:45;04.11.2022 22:45;69;с 9 до 18;
10147497683;Заказ оформлен;27.12.2022 21:17;27.12.2022 21:18;3;с 9 до 21;
10147497683;Поступление заказа сборщику;27.12.2022 21:18;27.12.2022 21:18;3;с 9 до 21;
10147497683;Сборка заказа;27.12.2022 21:18;27.12.2022 21:42;3;с 9 до 21;
10147497683;Упаковка товара;27.12.2022 21:42;27.12.2022 21:44;3;с 9 до 21;
10147497683;Оплата;27.12.2022 21:44;27.12.2022 21:45;3;с 9 до 21;
10147497683;Отмена заказа;27.12.2022 21:45;27.12.2022 21:45;3;с 9 до 21;
10159573035;Заказ оформлен;27.12.2022 20:31;27.12.2022 20:32;3;с 9 до 21;
10159573035;Поступление заказа сборщику;27.12.2022 20:32;27.12.2022 20:33;3;с 9 до 21;
10159573035;Сборка заказа;27.12.2022 20:33;27.12.2022 20:56;3;с 9 до 21;
10159573035;Упаковка товара;27.12.2022 20:56;27.12.2022 20:58;3;с 9 до 21;
10159573035;Оплата;27.12.2022 20:58;27.12.2022 20:58;3;с 9 до 21;
10159573035;Передача товара курьеру;27.12.2022 20:58;27.12.2022 21:03;3;с 9 до 21;
10159573035;Доставка заказа;27.12.2022 21:03;27.12.2022 21:35;3;с 9 до 21;
10159573035;Проверка заказа;27.12.2022 21:35;27.12.2022 21:37;3;с 9 до 21;
10159573035;Заказ доставлен;27.12.2022 21:37;27.12.2022 21:37;3;с 9 до 21;
10175997101;Заказ оформлен;17.12.2022 21:16;17.12.2022 21:16;3;с 9 до 21;
10175997101;Поступление заказа сборщику;17.12.2022 21:16;17.12.2022 21:50;3;с 9 до 21;
10175997101;Сборка заказа;17.12.2022 21:50;17.12.2022 22:13;3;с 9 до 21;
10175997101;Упаковка товара;17.12.2022 22:13;17.12.2022 22:16;3;с 9 до 21;
10175997101;Оплата;17.12.2022 22:16;17.12.2022 22:16;3;с 9 до 21;
10175997101;Передача товара курьеру;17.12.2022 22:16;17.12.2022 22:20;3;с 9 до 21;
10175997101;Доставка заказа;17.12.2022 22:20;17.12.2022 22:52;3;с 9 до 21;
10175997101;Проверка заказа;17.12.2022 22:52;17.12.2022 22:54;3;с 9 до 21;
10175997101;Заказ доставлен;17.12.2022 22:54;17.12.2022 22:54;3;с 9 до 21;
10307806078;Заказ оформлен;15.11.2022 23:20;15.11.2022 23:20;21;с 9 до 21;
10307806078;Поступление заказа сборщику;15.11.2022 23:20;15.11.2022 23:22;21;с 9 до 21;
10307806078;Сборка заказа;15.11.2022 23:22;15.11.2022 23:45;21;с 9 до 21;
10307806078;Упаковка товара;15.11.2022 23:45;15.11.2022 23:48;21;с 9 до 21;
10307806078;Оплата;15.11.2022 23:48;15.11.2022 23:48;21;с 9 до 21;
10307806078;Оплата;15.11.2022 23:48;15.11.2022 23:48;21;с 9 до 21;
10307806078;Отмена заказа;15.11.2022 23:48;15.11.2022 23:48;21;с 9 до 21;
10654152789;Заказ оформлен;27.12.2022 14:06;27.12.2022 14:06;21;с 9 до 21;
10654152789;Поступление заказа сборщику;27.12.2022 14:06;27.12.2022 14:08;21;с 9 до 21;
10654152789;Сборка заказа;27.12.2022 14:08;27.12.2022 14:31;21;с 9 до 21;
10654152789;Упаковка товара;27.12.2022 14:31;27.12.2022 14:33;21;с 9 до 21;
10654152789;Оплата;27.12.2022 14:33;27.12.2022 14:34;21;с 9 до 21;
10654152789;Оплата;27.12.2022 14:34;27.12.2022 14:34;21;с 9 до 21;
10654152789;Передача товара курьеру;27.12.2022 14:34;27.12.2022 14:39;21;с 9 до 21;
10654152789;Доставка заказа;27.12.2022 14:39;27.12.2022 15:11;21;с 9 до 21;
10654152789;Отмена заказа;27.12.2022 15:11;27.12.2022 15:11;21;с 9 до 21;
10695053392;Заказ оформлен;27.10.2022 17:39;27.10.2022 17:39;49;с 9 до 18;
10695053392;Поступление заказа сборщику;27.10.2022 17:39;27.10.2022 17:40;49;с 9 до 18;
10695053392;Сборка заказа;27.10.2022 17:40;27.10.2022 18:04;49;с 9 до 18;
10695053392;Упаковка товара;27.10.2022 18:04;27.10.2022 18:06;49;с 9 до 18;
10695053392;Оплата;27.10.2022 18:06;27.10.2022 18:07;49;с 9 до 18;
10695053392;Оплата;27.10.2022 18:07;27.10.2022 18:07;49;с 9 до 18;
10695053392;Передача товара курьеру;27.10.2022 18:07;27.10.2022 18:10;49;с 9 до 18;
10695053392;Доставка заказа;27.10.2022 18:10;27.10.2022 18:43;49;с 9 до 18;
10695053392;Проверка заказа;27.10.2022 18:43;27.10.2022 18:44;49;с 9 до 18;
10695053392;Заказ доставлен;27.10.2022 18:44;27.10.2022 18:44;49;с 9 до 18;
10794183072;Заказ оформлен;08.10.2022 22:22;08.10.2022 22:22;89;с 9 до 18;
10794183072;Поступление заказа сборщику;08.10.2022 22:22;08.10.2022 22:23;89;с 9 до 18;
10794183072;Сборка заказа;08.10.2022 22:23;08.10.2022 22:47;89;с 9 до 18;
10794183072;Упаковка товара;08.10.2022 22:47;08.10.2022 22:49;89;с 9 до 18;
10794183072;Оплата;08.10.2022 22:49;08.10.2022 22:50;89;с 9 до 18;
10794183072;Оплата;08.10.2022 22:50;08.10.2022 22:50;89;с 9 до 18;
10794183072;Передача товара курьеру;08.10.2022 22:50;08.10.2022 22:54;89;с 9 до 18;
10794183072;Доставка заказа;08.10.2022 22:54;08.10.2022 23:27;89;с 9 до 18;
10794183072;Проверка заказа;08.10.2022 23:27;08.10.2022 23:29;89;с 9 до 18;
10794183072;Заказ доставлен;08.10.2022 23:29;08.10.2022 23:29;89;с 9 до 18;
11165829401;Заказ оформлен;24.10.2022 22:25;24.10.2022 22:25;21;с 9 до 21;
11165829401;Поступление заказа сборщику;24.10.2022 22:25;24.10.2022 22:26;21;с 9 до 21;
11165829401;Сборка заказа;24.10.2022 22:26;24.10.2022 22:50;21;с 9 до 21;
11165829401;Упаковка товара;24.10.2022 22:50;24.10.2022 22:52;21;с 9 до 21;
11165829401;Оплата;24.10.2022 22:52;24.10.2022 22:53;21;с 9 до 21;
11165829401;Оплата;24.10.2022 22:53;24.10.2022 22:53;21;с 9 до 21;
11165829401;Отмена заказа;24.10.2022 22:53;24.10.2022 22:53;21;с 9 до 21;
11181558478;Заказ оформлен;30.11.2022 23:09;30.11.2022 23:09;21;с 9 до 21;
11181558478;Поступление заказа сборщику;30.11.2022 23:09;30.11.2022 23:10;21;с 9 до 21;
11181558478;Сборка заказа;30.11.2022 23:10;30.11.2022 23:34;21;с 9 до 21;
11181558478;Упаковка товара;30.11.2022 23:34;30.11.2022 23:36;21;с 9 до 21;
11181558478;Оплата;30.11.2022 23:36;30.11.2022 23:37;21;с 9 до 21;
11181558478;Оплата;30.11.2022 23:37;30.11.2022 23:37;21;с 9 до 21;
11181558478;Передача товара курьеру;30.11.2022 23:37;30.11.2022 23:42;21;с 9 до 21;
11181558478;Доставка заказа;30.11.2022 23:42;01.12.2022 0:14;21;с 9 до 21;
11181558478;Проверка заказа;01.12.2022 0:14;01.12.2022 0:16;21;с 9 до 21;
11181558478;Отмена заказа;01.12.2022 0:16;01.12.2022 0:16;21;с 9 до 21;
11189817437;Заказ оформлен;26.12.2022 22:40;26.12.2022 22:40;12;с 10 до 22;5
11189817437;Поступление заказа сборщику;26.12.2022 22:40;26.12.2022 22:42;12;с 10 до 22;5
11189817437;Сборка заказа;26.12.2022 22:42;26.12.2022 23:05;12;с 10 до 22;5
11189817437;Упаковка товара;26.12.2022 23:05;26.12.2022 23:07;12;с 10 до 22;5
11189817437;Оплата;26.12.2022 23:07;26.12.2022 23:08;12;с 10 до 22;5
11189817437;Оплата;26.12.2022 23:08;26.12.2022 23:08;12;с 10 до 22;5
11189817437;Передача товара курьеру;26.12.2022 23:08;26.12.2022 23:11;12;с 10 до 22;5
11189817437;Доставка заказа;26.12.2022 23:11;26.12.2022 23:44;12;с 10 до 22;5
11189817437;Проверка заказа;26.12.2022 23:44;26.12.2022 23:46;12;с 10 до 22;5
11189817437;Заказ доставлен;26.12.2022 23:46;26.12.2022 23:46;12;с 10 до 22;5
11220156377;Заказ оформлен;05.12.2022 22:10;05.12.2022 22:10;12;с 10 до 22;5
11220156377;Поступление заказа сборщику;05.12.2022 22:10;05.12.2022 22:12;12;с 10 до 22;5
11220156377;Сборка заказа;05.12.2022 22:12;05.12.2022 22:36;12;с 10 до 22;5
11220156377;Упаковка товара;05.12.2022 22:36;05.12.2022 22:37;12;с 10 до 22;5
11220156377;Оплата;05.12.2022 22:37;05.12.2022 22:38;12;с 10 до 22;5
11220156377;Оплата;05.12.2022 22:38;05.12.2022 22:38;12;с 10 до 22;5
11220156377;Передача товара курьеру;05.12.2022 22:38;05.12.2022 22:42;12;с 10 до 22;5
11220156377;Доставка заказа;05.12.2022 22:42;05.12.2022 23:15;12;с 10 до 22;5
11220156377;Проверка заказа;05.12.2022 23:15;05.12.2022 23:16;12;с 10 до 22;5
11220156377;Заказ доставлен;05.12.2022 23:16;05.12.2022 23:16;12;с 10 до 22;5
11226902930;Заказ оформлен;16.11.2022 11:54;16.11.2022 11:54;89;с 9 до 18;2
11226902930;Поступление заказа сборщику;16.11.2022 11:54;16.11.2022 11:55;89;с 9 до 18;2
11226902930;Сборка заказа;16.11.2022 11:55;16.11.2022 12:18;89;с 9 до 18;2
11226902930;Упаковка товара;16.11.2022 12:18;16.11.2022 12:20;89;с 9 до 18;2
11226902930;Оплата;16.11.2022 12:20;16.11.2022 12:21;89;с 9 до 18;2
11226902930;Оплата;16.11.2022 12:21;16.11.2022 12:21;89;с 9 до 18;2
11226902930;Передача товара курьеру;16.11.2022 12:21;16.11.2022 12:26;89;с 9 до 18;2
11226902930;Доставка заказа;16.11.2022 12:26;16.11.2022 12:58;89;с 9 до 18;2
11226902930;Проверка заказа;16.11.2022 12:58;16.11.2022 13:00;89;с 9 до 18;2
11226902930;Заказ доставлен;16.11.2022 13:00;16.11.2022 13:00;89;с 9 до 18;2
11277395029;Заказ оформлен;08.10.2022 22:53;08.10.2022 22:53;41;с 9 до 18;
11277395029;Поступление заказа сборщику;08.10.2022 22:53;08.10.2022 22:54;41;с 9 до 18;
11277395029;Сборка заказа;08.10.2022 22:54;08.10.2022 23:18;41;с 9 до 18;
11277395029;Упаковка товара;08.10.2022 23:18;08.10.2022 23:20;41;с 9 до 18;
11277395029;Оплата;08.10.2022 23:20;08.10.2022 23:21;41;с 9 до 18;
11277395029;Оплата;08.10.2022 23:21;08.10.2022 23:21;41;с 9 до 18;
11277395029;Оплата;08.10.2022 23:21;08.10.2022 23:21;41;с 9 до 18;
11277395029;Передача товара курьеру;08.10.2022 23:21;08.10.2022 23:26;41;с 9 до 18;
11277395029;Доставка заказа;08.10.2022 23:26;08.10.2022 23:58;41;с 9 до 18;
11277395029;Отмена заказа;08.10.2022 23:58;08.10.2022 23:58;41;с 9 до 18;
11316118904;Заказ оформлен;15.12.2022 21:47;15.12.2022 21:47;89;с 9 до 18;2
11316118904;Поступление заказа сборщику;15.12.2022 21:47;15.12.2022 21:48;89;с 9 до 18;2
11316118904;Сборка заказа;15.12.2022 21:48;15.12.2022 22:12;89;с 9 до 18;2
11316118904;Упаковка товара;15.12.2022 22:12;15.12.2022 22:13;89;с 9 до 18;2
11316118904;Оплата;15.12.2022 22:13;15.12.2022 22:14;89;с 9 до 18;2
11316118904;Оплата;15.12.2022 22:14;15.12.2022 22:14;89;с 9 до 18;2
11316118904;Передача товара курьеру;15.12.2022 22:14;15.12.2022 22:19;89;с 9 до 18;2
11316118904;Доставка заказа;15.12.2022 22:19;15.12.2022 22:52;89;с 9 до 18;2
11316118904;Проверка заказа;15.12.2022 22:52;15.12.2022 22:53;89;с 9 до 18;2
11316118904;Заказ доставлен;15.12.2022 22:53;15.12.2022 22:54;89;с 9 до 18;2
11319617142;Заказ оформлен;24.10.2022 13:08;24.10.2022 13:08;25;с 9 до 21;
11319617142;Поступление заказа сборщику;24.10.2022 13:08;24.10.2022 13:09;25;с 9 до 21;
11319617142;Сборка заказа;24.10.2022 13:09;24.10.2022 13:32;25;с 9 до 21;
11319617142;Упаковка товара;24.10.2022 13:32;24.10.2022 13:34;25;с 9 до 21;
11319617142;Оплата;24.10.2022 13:34;24.10.2022 13:35;25;с 9 до 21;
11319617142;Оплата;24.10.2022 13:35;24.10.2022 13:35;25;с 9 до 21;
11319617142;Передача товара курьеру;24.10.2022 13:35;24.10.2022 13:39;25;с 9 до 21;
11319617142;Доставка заказа;24.10.2022 13:39;24.10.2022 14:11;25;с 9 до 21;
11319617142;Проверка заказа;24.10.2022 14:11;24.10.2022 14:13;25;с 9 до 21;
11319617142;Заказ доставлен;24.10.2022 14:13;24.10.2022 14:13;25;с 9 до 21;
11335716277;Заказ оформлен;10.12.2022 14:58;10.12.2022 14:58;25;с 9 до 21;
11335716277;Поступление заказа сборщику;10.12.2022 14:58;10.12.2022 15:00;25;с 9 до 21;
11335716277;Сборка заказа;10.12.2022 15:00;10.12.2022 15:24;25;с 9 до 21;
11335716277;Упаковка товара;10.12.2022 15:24;10.12.2022 15:26;25;с 9 до 21;
11335716277;Оплата;10.12.2022 15:26;10.12.2022 15:26;25;с 9 до 21;
11335716277;Оплата;10.12.2022 15:26;10.12.2022 15:26;25;с 9 до 21;
11335716277;Передача товара курьеру;10.12.2022 15:26;10.12.2022 15:31;25;с 9 до 21;
11335716277;Доставка заказа;10.12.2022 15:31;10.12.2022 16:05;25;с 9 до 21;
11335716277;Проверка заказа;10.12.2022 16:05;10.12.2022 16:06;25;с 9 до 21;
11335716277;Заказ доставлен;10.12.2022 16:06;10.12.2022 16:07;25;с 9 до 21;
11374140640;Заказ оформлен;30.12.2022 10:04;30.12.2022 10:04;25;с 9 до 21;
11374140640;Поступление заказа сборщику;30.12.2022 10:04;30.12.2022 10:05;25;с 9 до 21;
11374140640;Сборка заказа;30.12.2022 10:05;30.12.2022 10:29;25;с 9 до 21;
11374140640;Упаковка товара;30.12.2022 10:29;30.12.2022 10:31;25;с 9 до 21;
11374140640;Оплата;30.12.2022 10:31;30.12.2022 10:32;25;с 9 до 21;
11374140640;Оплата;30.12.2022 10:32;30.12.2022 10:32;25;с 9 до 21;
11374140640;Передача товара курьеру;30.12.2022 10:32;30.12.2022 10:37;25;с 9 до 21;
11374140640;Доставка заказа;30.12.2022 10:37;30.12.2022 11:09;25;с 9 до 21;
11374140640;Проверка заказа;30.12.2022 11:09;30.12.2022 11:11;25;с 9 до 21;
11374140640;Заказ доставлен;30.12.2022 11:11;30.12.2022 11:11;25;с 9 до 21;
11411879915;Заказ оформлен;19.10.2022 15:55;19.10.2022 15:56;89;с 9 до 18;
11411879915;Поступление заказа сборщику;19.10.2022 15:56;19.10.2022 15:56;89;с 9 до 18;
11411879915;Сборка заказа;19.10.2022 15:56;19.10.2022 16:20;89;с 9 до 18;
11411879915;Упаковка товара;19.10.2022 16:20;19.10.2022 16:22;89;с 9 до 18;
