order_id,stage,start_time,end_time,territory,working_hours,delivery_rating,duration_minutes,date,hour,is_canceled,order_status
10027814634,Order Delivered,2022-11-16 16:26:00,2022-11-16 16:26:00,13,с 10 до 22,1.0,0.0,2022-11-16,16,0,In Progress
10040881505,Order Created,2022-11-03 19:50:00,2022-11-03 19:50:00,74,с 10 до 22,4.0,0.0,2022-11-03,19,0,In Progress
10040881505,Order Received,2022-11-03 19:50:00,2022-11-03 19:51:00,74,с 10 до 22,4.0,1.0000000000000002,2022-11-03,19,0,In Progress
10040881505,Order Assembly,2022-11-03 19:51:00,2022-11-03 20:15:00,74,с 10 до 22,4.0,24.0,2022-11-03,19,0,In Progress
10040881505,Order Packaging,2022-11-03 20:15:00,2022-11-03 20:17:00,74,с 10 до 22,4.0,2.0000000000000004,2022-11-03,20,0,In Progress
10040881505,Payment,2022-11-03 20:17:00,2022-11-03 20:17:00,74,с 10 до 22,4.0,0.0,2022-11-03,20,0,In Progress
10040881505,Order Canceled,2022-11-03 20:17:00,2022-11-03 20:17:00,74,с 10 до 22,4.0,0.0,2022-11-03,20,1,In Progress
10059095356,Order Created,2022-12-01 18:45:00,2022-12-01 18:45:00,13,с 10 до 22,1.0,0.0,2022-12-01,18,0,In Progress
10059095356,Order Received,2022-12-01 18:45:00,2022-12-01 18:46:00,13,с 10 до 22,1.0,1.0000000000000002,2022-12-01,18,0,In Progress
10059095356,Order Assembly,2022-12-01 18:46:00,2022-12-01 19:10:00,13,с 10 до 22,1.0,24.0,2022-12-01,18,0,In Progress
10059095356,Order Packaging,2022-12-01 19:10:00,2022-12-01 19:12:00,13,с 10 до 22,1.0,2.0000000000000004,2022-12-01,19,0,In Progress
10059095356,Payment,2022-12-01 19:12:00,2022-12-01 19:12:00,13,с 10 до 22,1.0,0.0,2022-12-01,19,0,In Progress
10059095356,Transfer to Courier,2022-12-01 19:12:00,2022-12-01 19:18:00,13,с 10 до 22,1.0,6.0,2022-12-01,19,0,In Progress
10059095356,Delivery,2022-12-01 19:18:00,2022-12-01 19:51:00,13,с 10 до 22,1.0,33.00000000000001,2022-12-01,19,0,In Progress
10059095356,Order Canceled,2022-12-01 19:51:00,2022-12-01 19:51:00,13,с 10 до 22,1.0,0.0,2022-12-01,19,1,In Progress
10061305588,Order Created,2022-12-26 14:47:00,2022-12-26 14:47:00,69,с 9 до 18,5.0,0.0,2022-12-26,14,0,In Progress
10061305588,Order Received,2022-12-26 14:47:00,2022-12-26 14:48:00,69,с 9 до 18,5.0,1.0000000000000002,2022-12-26,14,0,In Progress
10061305588,Order Assembly,2022-12-26 14:48:00,2022-12-26 15:11:00,69,с 9 до 18,5.0,23.0,2022-12-26,14,0,In Progress
10061305588,Order Packaging,2022-12-26 15:11:00,2022-12-26 15:14:00,69,с 9 до 18,5.0,3.0,2022-12-26,15,0,In Progress
10061305588,Payment,2022-12-26 15:14:00,2022-12-26 15:14:00,69,с 9 до 18,5.0,0.0,2022-12-26,15,0,In Progress
10061305588,Transfer to Courier,2022-12-26 15:14:00,2022-12-26 15:19:00,69,с 9 до 18,5.0,5.0,2022-12-26,15,0,In Progress
10061305588,Delivery,2022-12-26 15:19:00,2022-12-26 15:52:00,69,с 9 до 18,5.0,33.00000000000001,2022-12-26,15,0,In Progress
10061305588,Order Verification,2022-12-26 15:52:00,2022-12-26 15:53:00,69,с 9 до 18,5.0,1.0000000000000002,2022-12-26,15,0,In Progress
10061305588,Order Delivered,2022-12-26 15:53:00,2022-12-26 15:53:00,69,с 9 до 18,5.0,0.0,2022-12-26,15,0,In Progress
10071669409,Order Created,2022-12-15 09:00:00,2022-12-15 09:00:00,74,с 10 до 22,5.0,0.0,2022-12-15,9,0,In Progress
10071669409,Order Received,2022-12-15 09:00:00,2022-12-15 09:02:00,74,с 10 до 22,5.0,2.0000000000000004,2022-12-15,9,0,In Progress
10071669409,Order Assembly,2022-12-15 09:02:00,2022-12-15 09:25:00,74,с 10 до 22,5.0,23.0,2022-12-15,9,0,In Progress
10071669409,Order Packaging,2022-12-15 09:25:00,2022-12-15 09:28:00,74,с 10 до 22,5.0,3.0,2022-12-15,9,0,In Progress
10071669409,Payment,2022-12-15 09:28:00,2022-12-15 09:28:00,74,с 10 до 22,5.0,0.0,2022-12-15,9,0,In Progress
10071669409,Transfer to Courier,2022-12-15 09:28:00,2022-12-15 09:33:00,74,с 10 до 22,5.0,5.0,2022-12-15,9,0,In Progress
10071669409,Delivery,2022-12-15 09:33:00,2022-12-15 10:06:00,74,с 10 до 22,5.0,33.00000000000001,2022-12-15,9,0,In Progress
10071669409,Order Verification,2022-12-15 10:06:00,2022-12-15 10:08:00,74,с 10 до 22,5.0,2.0000000000000004,2022-12-15,10,0,In Progress
10071669409,Order Delivered,2022-12-15 10:08:00,2022-12-15 10:08:00,74,с 10 до 22,5.0,0.0,2022-12-15,10,0,In Progress
10074728799,Order Created,2022-12-26 21:14:00,2022-12-26 21:14:00,13,с 10 до 22,5.0,0.0,2022-12-26,21,0,In Progress
10074728799,Order Received,2022-12-26 21:14:00,2022-12-26 21:16:00,13,с 10 до 22,5.0,2.0000000000000004,2022-12-26,21,0,In Progress
10074728799,Order Assembly,2022-12-26 21:16:00,2022-12-26 21:40:00,13,с 10 до 22,5.0,24.0,2022-12-26,21,0,In Progress
10074728799,Order Packaging,2022-12-26 21:40:00,2022-12-26 21:42:00,13,с 10 до 22,5.0,2.0000000000000004,2022-12-26,21,0,In Progress
10074728799,Payment,2022-12-26 21:42:00,2022-12-26 21:42:00,13,с 10 до 22,5.0,0.0,2022-12-26,21,0,In Progress
10074728799,Transfer to Courier,2022-12-26 21:42:00,2022-12-26 21:47:00,13,с 10 до 22,5.0,5.0,2022-12-26,21,0,In Progress
10074728799,Delivery,2022-12-26 21:47:00,2022-12-26 22:20:00,13,с 10 до 22,5.0,33.00000000000001,2022-12-26,21,0,In Progress
10074728799,Order Canceled,2022-12-26 22:20:00,2022-12-26 22:20:00,13,с 10 до 22,5.0,0.0,2022-12-26,22,1,In Progress
10091920835,Order Created,2022-11-25 14:00:00,2022-11-25 14:01:00,13,с 10 до 22,,1.0000000000000002,2022-11-25,14,0,In Progress
10091920835,Order Received,2022-11-25 14:01:00,2022-11-25 14:02:00,13,с 10 до 22,,1.0000000000000002,2022-11-25,14,0,In Progress
10091920835,Order Assembly,2022-11-25 14:02:00,2022-11-25 14:26:00,13,с 10 до 22,,24.0,2022-11-25,14,0,In Progress
10091920835,Order Packaging,2022-11-25 14:26:00,2022-11-25 14:28:00,13,с 10 до 22,,2.0000000000000004,2022-11-25,14,0,In Progress
10091920835,Payment,2022-11-25 14:28:00,2022-11-25 14:28:00,13,с 10 до 22,,0.0,2022-11-25,14,0,In Progress
10091920835,Transfer to Courier,2022-11-25 14:28:00,2022-11-25 14:33:00,13,с 10 до 22,,5.0,2022-11-25,14,0,In Progress
10091920835,Delivery,2022-11-25 14:33:00,2022-11-25 15:05:00,13,с 10 до 22,,32.00000000000001,2022-11-25,14,0,In Progress
10091920835,Order Verification,2022-11-25 15:05:00,2022-11-25 15:07:00,13,с 10 до 22,,2.0000000000000004,2022-11-25,15,0,In Progress
10091920835,Order Delivered,2022-11-25 15:07:00,2022-11-25 15:07:00,13,с 10 до 22,,0.0,2022-11-25,15,0,In Progress
10097633050,Order Created,2022-11-08 08:02:00,2022-11-08 08:02:00,74,с 10 до 22,3.0,0.0,2022-11-08,8,0,In Progress
10097633050,Order Received,2022-11-08 08:02:00,2022-11-08 08:03:00,74,с 10 до 22,3.0,1.0000000000000002,2022-11-08,8,0,In Progress
10097633050,Order Assembly,2022-11-08 08:03:00,2022-11-08 08:27:00,74,с 10 до 22,3.0,24.0,2022-11-08,8,0,In Progress
10097633050,Order Packaging,2022-11-08 08:27:00,2022-11-08 08:29:00,74,с 10 до 22,3.0,2.0000000000000004,2022-11-08,8,0,In Progress
10097633050,Payment,2022-11-08 08:29:00,2022-11-08 08:29:00,74,с 10 до 22,3.0,0.0,2022-11-08,8,0,In Progress
10097633050,Transfer to Courier,2022-11-08 08:29:00,2022-11-08 08:34:00,74,с 10 до 22,3.0,5.0,2022-11-08,8,0,In Progress
10097633050,Delivery,2022-11-08 08:34:00,2022-11-08 09:08:00,74,с 10 до 22,3.0,34.00000000000001,2022-11-08,8,0,In Progress
10097633050,Order Verification,2022-11-08 09:08:00,2022-11-08 09:09:00,74,с 10 до 22,3.0,1.0000000000000002,2022-11-08,9,0,In Progress
10097633050,Order Delivered,2022-11-08 09:09:00,2022-11-08 09:09:00,74,с 10 до 22,3.0,0.0,2022-11-08,9,0,In Progress
10116123795,Order Created,2022-10-06 11:24:00,2022-10-06 11:25:00,69,с 9 до 18,3.0,1.0000000000000002,2022-10-06,11,0,In Progress
10116123795,Order Received,2022-10-06 11:25:00,2022-10-06 11:58:00,69,с 9 до 18,3.0,33.00000000000001,2022-10-06,11,0,In Progress
10116123795,Order Assembly,2022-10-06 11:58:00,2022-10-06 12:22:00,69,с 9 до 18,3.0,24.0,2022-10-06,11,0,In Progress
10116123795,Order Packaging,2022-10-06 12:22:00,2022-10-06 12:24:00,69,с 9 до 18,3.0,2.0000000000000004,2022-10-06,12,0,In Progress
10116123795,Payment,2022-10-06 12:24:00,2022-10-06 12:24:00,69,с 9 до 18,3.0,0.0,2022-10-06,12,0,In Progress
10116123795,Transfer to Courier,2022-10-06 12:24:00,2022-10-06 12:28:00,69,с 9 до 18,3.0,4.000000000000001,2022-10-06,12,0,In Progress
10116123795,Delivery,2022-10-06 12:28:00,2022-10-06 13:01:00,69,с 9 до 18,3.0,33.00000000000001,2022-10-06,12,0,In Progress
10116123795,Order Verification,2022-10-06 13:01:00,2022-10-06 13:02:00,69,с 9 до 18,3.0,1.0000000000000002,2022-10-06,13,0,In Progress
10116123795,Order Delivered,2022-10-06 13:02:00,2022-10-06 13:02:00,69,с 9 до 18,3.0,0.0,2022-10-06,13,0,In Progress
10121210510,Order Created,2022-12-15 18:32:00,2022-12-15 18:32:00,74,с 10 до 22,1.0,0.0,2022-12-15,18,0,In Progress
10121210510,Order Received,2022-12-15 18:32:00,2022-12-15 18:33:00,74,с 10 до 22,1.0,1.0000000000000002,2022-12-15,18,0,In Progress
10121210510,Order Assembly,2022-12-15 18:33:00,2022-12-15 18:57:00,74,с 10 до 22,1.0,24.0,2022-12-15,18,0,In Progress
10121210510,Order Packaging,2022-12-15 18:57:00,2022-12-15 18:59:00,74,с 10 до 22,1.0,2.0000000000000004,2022-12-15,18,0,In Progress
10121210510,Payment,2022-12-15 18:59:00,2022-12-15 18:59:00,74,с 10 до 22,1.0,0.0,2022-12-15,18,0,In Progress
10121210510,Transfer to Courier,2022-12-15 18:59:00,2022-12-15 19:04:00,74,с 10 до 22,1.0,5.0,2022-12-15,18,0,In Progress
10121210510,Delivery,2022-12-15 19:04:00,2022-12-15 19:37:00,74,с 10 до 22,1.0,33.00000000000001,2022-12-15,19,0,In Progress
10121210510,Order Verification,2022-12-15 19:37:00,2022-12-15 19:38:00,74,с 10 до 22,1.0,1.0000000000000002,2022-12-15,19,0,In Progress
10121210510,Order Delivered,2022-12-15 19:38:00,2022-12-15 19:38:00,74,с 10 до 22,1.0,0.0,2022-12-15,19,0,In Progress
10121942280,Order Created,2022-12-22 18:03:00,2022-12-22 18:03:00,74,с 10 до 22,1.0,0.0,2022-12-22,18,0,In Progress
10121942280,Order Received,2022-12-22 18:03:00,2022-12-22 18:04:00,74,с 10 до 22,1.0,1.0000000000000002,2022-12-22,18,0,In Progress
10121942280,Order Assembly,2022-12-22 18:04:00,2022-12-22 18:28:00,74,с 10 до 22,1.0,24.0,2022-12-22,18,0,In Progress
10121942280,Order Packaging,2022-12-22 18:28:00,2022-12-22 18:30:00,74,с 10 до 22,1.0,2.0000000000000004,2022-12-22,18,0,In Progress
10121942280,Payment,2022-12-22 18:30:00,2022-12-22 18:31:00,74,с 10 до 22,1.0,1.0000000000000002,2022-12-22,18,0,In Progress
10121942280,Transfer to Courier,2022-12-22 18:31:00,2022-12-22 18:35:00,74,с 10 до 22,1.0,4.000000000000001,2022-12-22,18,0,In Progress
10121942280,Delivery,2022-12-22 18:35:00,2022-12-22 19:08:00,74,с 10 до 22,1.0,33.00000000000001,2022-12-22,18,0,In Progress
10121942280,Order Verification,2022-12-22 19:08:00,2022-12-22 19:10:00,74,с 10 до 22,1.0,2.0000000000000004,2022-12-22,19,0,In Progress
10121942280,Order Delivered,2022-12-22 19:10:00,2022-12-22 19:10:00,74,с 10 до 22,1.0,0.0,2022-12-22,19,0,In Progress
10122202886,Order Created,2022-10-10 08:53:00,2022-10-10 08:53:00,69,с 9 до 18,,0.0,2022-10-10,8,0,Delivered
10122202886,Order Received,2022-10-10 08:53:00,2022-10-10 08:55:00,69,с 9 до 18,,2.0000000000000004,2022-10-10,8,0,Delivered
10122202886,Order Assembly,2022-10-10 08:55:00,2022-10-10 09:19:00,69,с 9 до 18,,24.0,2022-10-10,8,0,Delivered
10122202886,Order Packaging,2022-10-10 09:19:00,2022-10-10 09:20:00,69,с 9 до 18,,1.0000000000000002,2022-10-10,9,0,Delivered
10122202886,Payment,2022-10-10 09:20:00,2022-10-10 09:21:00,69,с 9 до 18,,1.0000000000000002,2022-10-10,9,0,Delivered
10122202886,Transfer to Courier,2022-10-10 09:21:00,2022-10-10 09:25:00,69,с 9 до 18,,4.000000000000001,2022-10-10,9,0,Delivered
10122202886,Delivery,2022-10-10 09:25:00,2022-10-10 09:58:00,69,с 9 до 18,,33.00000000000001,2022-10-10,9,0,Delivered
10122202886,Order Verification,2022-10-10 09:58:00,2022-10-10 09:59:00,69,с 9 до 18,,1.0000000000000002,2022-10-10,9,0,Delivered
10122202886,Order Delivered,2022-10-10 09:59:00,2022-10-10 10:00:00,69,с 9 до 18,,1.0000000000000002,2022-10-10,9,0,Delivered
10126976411,Order Created,2022-12-08 09:12:00,2022-12-08 09:12:00,3,с 9 до 21,3.0,0.0,2022-12-08,9,0,In Progress
10126976411,Order Received,2022-12-08 09:12:00,2022-12-08 09:13:00,3,с 9 до 21,3.0,1.0000000000000002,2022-12-08,9,0,In Progress
10126976411,Order Assembly,2022-12-08 09:13:00,2022-12-08 09:37:00,3,с 9 до 21,3.0,24.0,2022-12-08,9,0,In Progress
10126976411,Order Packaging,2022-12-08 09:37:00,2022-12-08 09:39:00,3,с 9 до 21,3.0,2.0000000000000004,2022-12-08,9,0,In Progress
10126976411,Payment,2022-12-08 09:39:00,2022-12-08 09:39:00,3,с 9 до 21,3.0,0.0,2022-12-08,9,0,In Progress
10126976411,Transfer to Courier,2022-12-08 09:39:00,2022-12-08 09:44:00,3,с 9 до 21,3.0,5.0,2022-12-08,9,0,In Progress
10126976411,Delivery,2022-12-08 09:44:00,2022-12-08 10:17:00,3,с 9 до 21,3.0,33.00000000000001,2022-12-08,9,0,In Progress
10126976411,Order Verification,2022-12-08 10:17:00,2022-12-08 10:18:00,3,с 9 до 21,3.0,1.0000000000000002,2022-12-08,10,0,In Progress
10126976411,Order Delivered,2022-12-08 10:18:00,2022-12-08 10:18:00,3,с 9 до 21,3.0,0.0,2022-12-08,10,0,In Progress
10141424249,Order Created,2022-12-25 19:35:00,2022-12-25 19:35:00,69,с 9 до 18,,0.0,2022-12-25,19,0,In Progress
10141424249,Order Received,2022-12-25 19:35:00,2022-12-25 19:36:00,69,с 9 до 18,,1.0000000000000002,2022-12-25,19,0,In Progress
10141424249,Order Assembly,2022-12-25 19:36:00,2022-12-25 20:00:00,69,с 9 до 18,,24.0,2022-12-25,19,0,In Progress
10141424249,Order Packaging,2022-12-25 20:00:00,2022-12-25 20:01:00,69,с 9 до 18,,1.0000000000000002,2022-12-25,20,0,In Progress
10141424249,Payment,2022-12-25 20:01:00,2022-12-25 20:02:00,69,с 9 до 18,,1.0000000000000002,2022-12-25,20,0,In Progress
10141424249,Transfer to Courier,2022-12-25 20:02:00,2022-12-25 20:08:00,69,с 9 до 18,,6.0,2022-12-25,20,0,In Progress
10141424249,Delivery,2022-12-25 20:08:00,2022-12-25 20:40:00,69,с 9 до 18,,32.00000000000001,2022-12-25,20,0,In Progress
10141424249,Order Verification,2022-12-25 20:40:00,2022-12-25 20:42:00,69,с 9 до 18,,2.0000000000000004,2022-12-25,20,0,In Progress
10141424249,Order Delivered,2022-12-25 20:42:00,2022-12-25 20:42:00,69,с 9 до 18,,0.0,2022-12-25,20,0,In Progress
10143240363,Order Created,2022-11-04 21:39:00,2022-11-04 21:39:00,69,с 9 до 18,,0.0,2022-11-04,21,0,In Progress
10143240363,Order Received,2022-11-04 21:39:00,2022-11-04 21:40:00,69,с 9 до 18,,1.0000000000000002,2022-11-04,21,0,In Progress
10143240363,Order Assembly,2022-11-04 21:40:00,2022-11-04 22:04:00,69,с 9 до 18,,24.0,2022-11-04,21,0,In Progress
10143240363,Order Packaging,2022-11-04 22:04:00,2022-11-04 22:06:00,69,с 9 до 18,,2.0000000000000004,2022-11-04,22,0,In Progress
10143240363,Payment,2022-11-04 22:06:00,2022-11-04 22:06:00,69,с 9 до 18,,0.0,2022-11-04,22,0,In Progress
10143240363,Transfer to Courier,2022-11-04 22:06:00,2022-11-04 22:11:00,69,с 9 до 18,,5.0,2022-11-04,22,0,In Progress
10143240363,Delivery,2022-11-04 22:11:00,2022-11-04 22:43:00,69,с 9 до 18,,32.00000000000001,2022-11-04,22,0,In Progress
10143240363,Order Verification,2022-11-04 22:43:00,2022-11-04 22:45:00,69,с 9 до 18,,2.0000000000000004,2022-11-04,22,0,In Progress
10143240363,Order Delivered,2022-11-04 22:45:00,2022-11-04 22:45:00,69,с 9 до 18,,0.0,2022-11-04,22,0,In Progress
10147497683,Order Created,2022-12-27 21:17:00,2022-12-27 21:18:00,3,с 9 до 21,,1.0000000000000002,2022-12-27,21,0,In Progress
10147497683,Order Received,2022-12-27 21:18:00,2022-12-27 21:18:00,3,с 9 до 21,,0.0,2022-12-27,21,0,In Progress
10147497683,Order Assembly,2022-12-27 21:18:00,2022-12-27 21:42:00,3,с 9 до 21,,24.0,2022-12-27,21,0,In Progress
10147497683,Order Packaging,2022-12-27 21:42:00,2022-12-27 21:44:00,3,с 9 до 21,,2.0000000000000004,2022-12-27,21,0,In Progress
10147497683,Payment,2022-12-27 21:44:00,2022-12-27 21:45:00,3,с 9 до 21,,1.0000000000000002,2022-12-27,21,0,In Progress
10147497683,Order Canceled,2022-12-27 21:45:00,2022-12-27 21:45:00,3,с 9 до 21,,0.0,2022-12-27,21,1,In Progress
10159573035,Order Created,2022-12-27 20:31:00,2022-12-27 20:32:00,3,с 9 до 21,,1.0000000000000002,2022-12-27,20,0,In Progress
10159573035,Order Received,2022-12-27 20:32:00,2022-12-27 20:33:00,3,с 9 до 21,,1.0000000000000002,2022-12-27,20,0,In Progress
10159573035,Order Assembly,2022-12-27 20:33:00,2022-12-27 20:56:00,3,с 9 до 21,,23.0,2022-12-27,20,0,In Progress
10159573035,Order Packaging,2022-12-27 20:56:00,2022-12-27 20:58:00,3,с 9 до 21,,2.0000000000000004,2022-12-27,20,0,In Progress
10159573035,Payment,2022-12-27 20:58:00,2022-12-27 20:58:00,3,с 9 до 21,,0.0,2022-12-27,20,0,In Progress
10159573035,Transfer to Courier,2022-12-27 20:58:00,2022-12-27 21:03:00,3,с 9 до 21,,5.0,2022-12-27,20,0,In Progress
10159573035,Delivery,2022-12-27 21:03:00,2022-12-27 21:35:00,3,с 9 до 21,,32.00000000000001,2022-12-27,21,0,In Progress
10159573035,Order Verification,2022-12-27 21:35:00,2022-12-27 21:37:00,3,с 9 до 21,,2.0000000000000004,2022-12-27,21,0,In Progress
10159573035,Order Delivered,2022-12-27 21:37:00,2022-12-27 21:37:00,3,с 9 до 21,,0.0,2022-12-27,21,0,In Progress
10175997101,Order Created,2022-12-17 21:16:00,2022-12-17 21:16:00,3,с 9 до 21,,0.0,2022-12-17,21,0,In Progress
10175997101,Order Received,2022-12-17 21:16:00,2022-12-17 21:50:00,3,с 9 до 21,,34.00000000000001,2022-12-17,21,0,In Progress
10175997101,Order Assembly,2022-12-17 21:50:00,2022-12-17 22:13:00,3,с 9 до 21,,23.0,2022-12-17,21,0,In Progress
10175997101,Order Packaging,2022-12-17 22:13:00,2022-12-17 22:16:00,3,с 9 до 21,,3.0,2022-12-17,22,0,In Progress
10175997101,Payment,2022-12-17 22:16:00,2022-12-17 22:16:00,3,с 9 до 21,,0.0,2022-12-17,22,0,In Progress
10175997101,Transfer to Courier,2022-12-17 22:16:00,2022-12-17 22:20:00,3,с 9 до 21,,4.000000000000001,2022-12-17,22,0,In Progress
10175997101,Delivery,2022-12-17 22:20:00,2022-12-17 22:52:00,3,с 9 до 21,,32.00000000000001,2022-12-17,22,0,In Progress
10175997101,Order Verification,2022-12-17 22:52:00,2022-12-17 22:54:00,3,с 9 до 21,,2.0000000000000004,2022-12-17,22,0,In Progress
10175997101,Order Delivered,2022-12-17 22:54:00,2022-12-17 22:54:00,3,с 9 до 21,,0.0,2022-12-17,22,0,In Progress
10307806078,Order Created,2022-11-15 23:20:00,2022-11-15 23:20:00,21,с 9 до 21,,0.0,2022-11-15,23,0,In Progress
10307806078,Order Received,2022-11-15 23:20:00,2022-11-15 23:22:00,21,с 9 до 21,,2.0000000000000004,2022-11-15,23,0,In Progress
10307806078,Order Assembly,2022-11-15 23:22:00,2022-11-15 23:45:00,21,с 9 до 21,,23.0,2022-11-15,23,0,In Progress
10307806078,Order Packaging,2022-11-15 23:45:00,2022-11-15 23:48:00,21,с 9 до 21,,3.0,2022-11-15,23,0,In Progress
10307806078,Payment,2022-11-15 23:48:00,2022-11-15 23:48:00,21,с 9 до 21,,0.0,2022-11-15,23,0,In Progress
10307806078,Payment,2022-11-15 23:48:00,2022-11-15 23:48:00,21,с 9 до 21,,0.0,2022-11-15,23,0,In Progress
10307806078,Order Canceled,2022-11-15 23:48:00,2022-11-15 23:48:00,21,с 9 до 21,,0.0,2022-11-15,23,1,In Progress
10654152789,Order Created,2022-12-27 14:06:00,2022-12-27 14:06:00,21,с 9 до 21,,0.0,2022-12-27,14,0,In Progress
10654152789,Order Received,2022-12-27 14:06:00,2022-12-27 14:08:00,21,с 9 до 21,,2.0000000000000004,2022-12-27,14,0,In Progress
10654152789,Order Assembly,2022-12-27 14:08:00,2022-12-27 14:31:00,21,с 9 до 21,,23.0,2022-12-27,14,0,In Progress
10654152789,Order Packaging,2022-12-27 14:31:00,2022-12-27 14:33:00,21,с 9 до 21,,2.0000000000000004,2022-12-27,14,0,In Progress
10654152789,Payment,2022-12-27 14:33:00,2022-12-27 14:34:00,21,с 9 до 21,,1.0000000000000002,2022-12-27,14,0,In Progress
10654152789,Payment,2022-12-27 14:34:00,2022-12-27 14:34:00,21,с 9 до 21,,0.0,2022-12-27,14,0,In Progress
10654152789,Transfer to Courier,2022-12-27 14:34:00,2022-12-27 14:39:00,21,с 9 до 21,,5.0,2022-12-27,14,0,In Progress
10654152789,Delivery,2022-12-27 14:39:00,2022-12-27 15:11:00,21,с 9 до 21,,32.00000000000001,2022-12-27,14,0,In Progress
10654152789,Order Canceled,2022-12-27 15:11:00,2022-12-27 15:11:00,21,с 9 до 21,,0.0,2022-12-27,15,1,In Progress
10695053392,Order Created,2022-10-27 17:39:00,2022-10-27 17:39:00,49,с 9 до 18,,0.0,2022-10-27,17,0,In Progress
10695053392,Order Received,2022-10-27 17:39:00,2022-10-27 17:40:00,49,с 9 до 18,,1.0000000000000002,2022-10-27,17,0,In Progress
10695053392,Order Assembly,2022-10-27 17:40:00,2022-10-27 18:04:00,49,с 9 до 18,,24.0,2022-10-27,17,0,In Progress
10695053392,Order Packaging,2022-10-27 18:04:00,2022-10-27 18:06:00,49,с 9 до 18,,2.0000000000000004,2022-10-27,18,0,In Progress
10695053392,Payment,2022-10-27 18:06:00,2022-10-27 18:07:00,49,с 9 до 18,,1.0000000000000002,2022-10-27,18,0,In Progress
10695053392,Payment,2022-10-27 18:07:00,2022-10-27 18:07:00,49,с 9 до 18,,0.0,2022-10-27,18,0,In Progress
10695053392,Transfer to Courier,2022-10-27 18:07:00,2022-10-27 18:10:00,49,с 9 до 18,,3.0,2022-10-27,18,0,In Progress
10695053392,Delivery,2022-10-27 18:10:00,2022-10-27 18:43:00,49,с 9 до 18,,33.00000000000001,2022-10-27,18,0,In Progress
10695053392,Order Verification,2022-10-27 18:43:00,2022-10-27 18:44:00,49,с 9 до 18,,1.0000000000000002,2022-10-27,18,0,In Progress
10695053392,Order Delivered,2022-10-27 18:44:00,2022-10-27 18:44:00,49,с 9 до 18,,0.0,2022-10-27,18,0,In Progress
10794183072,Order Created,2022-10-08 22:22:00,2022-10-08 22:22:00,89,с 9 до 18,,0.0,2022-10-08,22,0,In Progress
10794183072,Order Received,2022-10-08 22:22:00,2022-10-08 22:23:00,89,с 9 до 18,,1.0000000000000002,2022-10-08,22,0,In Progress
10794183072,Order Assembly,2022-10-08 22:23:00,2022-10-08 22:47:00,89,с 9 до 18,,24.0,2022-10-08,22,0,In Progress
10794183072,Order Packaging,2022-10-08 22:47:00,2022-10-08 22:49:00,89,с 9 до 18,,2.0000000000000004,2022-10-08,22,0,In Progress
10794183072,Payment,2022-10-08 22:49:00,2022-10-08 22:50:00,89,с 9 до 18,,1.0000000000000002,2022-10-08,22,0,In Progress
10794183072,Payment,2022-10-08 22:50:00,2022-10-08 22:50:00,89,с 9 до 18,,0.0,2022-10-08,22,0,In Progress
10794183072,Transfer to Courier,2022-10-08 22:50:00,2022-10-08 22:54:00,89,с 9 до 18,,4.000000000000001,2022-10-08,22,0,In Progress
